Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, ,
1988,Ontario,HAMILTON EAST--STONEY CREEK,Bob Mann Communist Party of Canada,retired,316,0.59,,
1988,Ontario,HAMILTON MOUNTAIN,Chris Charlton New Democratic Party,director of government and community relations,21970,37.43,,
1988,Ontario,HAMILTON MOUNTAIN,Bill Kelly Liberal,city councillor,18704,31.87,,
1988,Ontario,HAMILTON MOUNTAIN,Don Graves Conservative Party of Canada,small business owner,15915,27.11,,
1988,Ontario,HAMILTON MOUNTAIN,Susan Wadsworth Green Party of Canada,science consultant,1517,2.58,,
1988,Ontario,HAMILTON MOUNTAIN,Stephen Downey Christian Heritage Party of Canada,administrator,458,0.78,,
1988,Ontario,HAMILTON MOUNTAIN,Paul Lane Marxist-Leninist Party,steelworker,132,0.22,,
1988,Ontario,HURON--BRUCE,Paul Steckle Liberal,parliamentarian,21260,39.84,,
1988,Ontario,HURON--BRUCE,Ben Lobb Conservative Party of Canada,accounts Payable Coordinator,20289,38.02,,
1988,Ontario,HURON--BRUCE,Grant Robertson New Democratic Party,farmer/librarian,8696,16.3,,
1988,Ontario,HURON--BRUCE,Victoria Serda Green Party of Canada,teacher,1829,3.43,,
1988,Ontario,HURON--BRUCE,Dave Joslin Christian Heritage Party of Canada,fitter/welder,1019,1.91,,
1988,Ontario,HURON--BRUCE,Dennis Valenta Independent,truck driver,270,0.51,,
1988,Ontario,KENORA,Roger Valley Liberal,parliamentarian,9937,36.52,,
1988,Ontario,KENORA,Bill Brown Conservative Party of Canada,salesman,8434,30.99,,
1988,Ontario,KENORA,Susan Barclay New Democratic Party,financial controller,8149,29.95,,
1988,Ontario,KENORA,Dave Vasey Green Party of Canada,student,692,2.54,,
1988,Ontario,KINGSTON AND THE ISLANDS,Peter Milliken Liberal,parliamentarian,28548,45.86,,
1988,Ontario,KINGSTON AND THE ISLANDS,Lou Grimshaw Conservative Party of Canada,antiquarian/retired army officer,16230,26.07,,
1988,Ontario,KINGSTON AND THE ISLANDS,Rob Hutchison New Democratic Party,property coordinator,11946,19.19,,
1988,Ontario,KINGSTON AND THE ISLANDS,Eric Walton Green Party of Canada,business manager,5006,8.04,,
1988,Ontario,KINGSTON AND THE ISLANDS,Karl Eric Walker Independent,inspector,296,0.48,,
1988,Ontario,KINGSTON AND THE ISLANDS,Don Rogers Canadian Action Party,retired,222,0.36,,
1988,Ontario,KITCHENER CENTRE,Karen Redman Liberal,parliamentarian,21714,43.26,,
1988,Ontario,KITCHENER CENTRE,Steven Cage Conservative Party of Canada,investment advisor,16131,32.14,,
1988,Ontario,KITCHENER CENTRE,Richard Walsh-Bowers New Democratic Party,professor,9253,18.43,,
1988,Ontario,KITCHENER CENTRE,Tony Maas Green Party of Canada,graduate student,2822,5.62,,
1988,Ontario,KITCHENER CENTRE,Martin Suter Communist Party of Canada,truck driver,274,0.55,,
1988,Ontario,KITCHENER--CONESTOGA,Harold Glenn Albrecht Conservative Party of Canada,retired,20615,41.22,,
1988,Ontario,KITCHENER--CONESTOGA,Lynn Myers Liberal,parliamentarian,19246,38.48,,
1988,Ontario,KITCHENER--CONESTOGA,Len Carter New Democratic Party,consultant/retired,7445,14.89,,
1988,Ontario,KITCHENER--CONESTOGA,Kristine Yvonne Stapleton Green Party of Canada,outreach Worker,2706,5.41,,
1988,Ontario,KITCHENER--WATERLOO,Andrew Telegdi Liberal,parliamentarian,31136,46.85,,
1988,Ontario,KITCHENER--WATERLOO,Ajmer Mandur Conservative Party of Canada,self-employed,18817,28.31,,
1988,Ontario,KITCHENER--WATERLOO,Edwin Laryea New Democratic Party,retired,11889,17.89,,
1988,Ontario,KITCHENER--WATERLOO,Pauline Richards Green Party of Canada,"manager, manufacturing",4298,6.47,,
1988,Ontario,KITCHENER--WATERLOO,Ciprian Mihalcea Independent,student,173,0.26,,
1988,Ontario,KITCHENER--WATERLOO,Julian Ichim Marxist-Leninist Party,political organizer,144,0.22,,
1988,Ontario,LAMBTON--KENT--MIDDLESEX,Bev Shipley Conservative Party of Canada,farmer,25170,46.36,,
1988,Ontario,LAMBTON--KENT--MIDDLESEX,Jeff Wesley Liberal,"manager, municipal/aboriginal relations",16835,31.01,,
1988,Ontario,LAMBTON--KENT--MIDDLESEX,Kevin Blake New Democratic Party,customer service representative,9330,17.19,,
1988,Ontario,LAMBTON--KENT--MIDDLESEX,Jim Johnston Green Party of Canada,business owner,2156,3.97,,
1988,Ontario,LAMBTON--KENT--MIDDLESEX,Mike Janssens Christian Heritage Party of Canada,factory worker,797,1.47,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Scott Reid Conservative Party of Canada,author/journalist,30367,51.07,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Geoff Turner Liberal,political science,14709,24.74,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Helen Forsey New Democratic Party,writer,9604,16.15,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Mike Nickerson Green Party of Canada,author/woodworker,3115,5.24,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Jeffrey Bogaerts Progressive Canadian Party,computer consultant,735,1.24,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Ernest Rathwell Marijuana Party,stationary engineer,501,0.84,,
1988,Ontario,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Jerry Ackerman Canadian Action Party,retired financial analyst,429,0.72,,
1988,Ontario,LEEDS--GRENVILLE,Gord Brown Conservative Party of Canada,businessman/innkeeper,28447,54.65,,
1988,Ontario,LEEDS--GRENVILLE,Bob Eaton Liberal,probation officer,12661,24.32,,
1988,Ontario,LEEDS--GRENVILLE,Steve Armstrong New Democratic Party,chemical controller,7945,15.26,,
1988,Ontario,LEEDS--GRENVILLE,David Lee Green Party of Canada,writer,3003,5.77,,
1988,Ontario,LONDON NORTH CENTRE,Joe Fontana Liberal,parliamentarian,24109,40.12,,
1988,Ontario,LONDON NORTH CENTRE,John Mazzilli Conservative Party of Canada,self-employed property manager,17968,29.9,,
1988,Ontario,LONDON NORTH CENTRE,Stephen Maynard New Democratic Party,student,14271,23.75,,
1988,Ontario,LONDON NORTH CENTRE,Stuart Smith Green Party of Canada,sales,3300,5.49,,
1988,Ontario,LONDON NORTH CENTRE,Rod Morley Progressive Canadian Party,IT Salesman,283,0.47,,
1988,Ontario,LONDON NORTH CENTRE,Margaret Mondaca Marxist-Leninist Party,student,160,0.27,,
1988,Ontario,LONDON WEST,Sue Barnes Liberal,parliamentarian,23019,37.7,,
1988,Ontario,LONDON WEST,Al Gretzky Conservative Party of Canada,retired,21690,35.53,,
1988,Ontario,LONDON WEST,Gina Barber New Democratic Party,professor,13056,21.39,,
1988,Ontario,LONDON WEST,Monica Jarabek Green Party of Canada,teacher,2900,4.75,,
1988,Ontario,LONDON WEST,Steve Hunter Progressive Canadian Party,carpenter,328,0.54,,
1988,Ontario,LONDON WEST,Margaret Villamizar Marxist-Leninist Party,language assessor,59,0.1,,
1988,Ontario,LONDON--FANSHAWE,Irene Mathyssen New Democratic Party,teacher,16067,34.51,,
1988,Ontario,LONDON--FANSHAWE,Glen Douglas Pearson Liberal,firefighter,15199,32.64,,
1988,Ontario,LONDON--FANSHAWE,Dan Mailer Conservative Party of Canada,lawyer,13495,28.98,,
1988,Ontario,LONDON--FANSHAWE,David McLaughlin Green Party of Canada,registrar,1803,3.87,,
1988,Ontario,MARKHAM--UNIONVILLE,John McCallum Liberal,parliamentarian,32769,61.89,,
1988,Ontario,MARKHAM--UNIONVILLE,Joe Li Conservative Party of Canada,financial advisor,14153,26.73,,
1988,Ontario,MARKHAM--UNIONVILLE,Janice Hagan New Democratic Party,education support worker,4257,8.04,,
1988,Ontario,MARKHAM--UNIONVILLE,Wesley Weese Green Party of Canada,agriculture (farmer),1146,2.16,,
1988,Ontario,MARKHAM--UNIONVILLE,Fayaz Choudhary Progressive Canadian Party,self-employed,321,0.61,,
1988,Ontario,MARKHAM--UNIONVILLE,Partap Dua Independent,chartered Financial Analyst,297,0.56,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Albina Guarnieri Liberal,parliamentarian,23530,51.65,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Carl DeFaria Conservative Party of Canada,lawyer,14326,31.45,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Jim Gill New Democratic Party,accounts receivable clerk,5180,11.37,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Richard Pietro Green Party of Canada,bilingual marketing coordinator,1393,3.06,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Mohamed Elrofaie Independent,business manager,496,1.09,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Sally Wong Christian Heritage Party of Canada,advertising director,467,1.03,,
1988,Ontario,MISSISSAUGA EAST--COOKSVILLE,Pierre Chénier Marxist-Leninist Party,printer,164,0.36,,
1988,Ontario,MISSISSAUGA SOUTH,Paul Szabo Liberal,chartered accountant,23018,44.17,,
1988,Ontario,MISSISSAUGA SOUTH,Phil Green Conservative Party of Canada,statistician,20888,40.09,,
1988,Ontario,MISSISSAUGA SOUTH,Mark de Pelham New Democratic Party,customer service representative,5607,10.76,,
1988,Ontario,MISSISSAUGA SOUTH,Brendan Tarry Green Party of Canada,literacy specialist,2393,4.59,,
1988,Ontario,MISSISSAUGA SOUTH,Paul D.J. McMurray Canadian Action Party,cabinetmaker,129,0.25,,
1988,Ontario,MISSISSAUGA SOUTH,Dagmar Sullivan Marxist-Leninist Party,"assembler, film",74,0.14,,
1988,Ontario,MISSISSAUGA--BRAMPTON SOUTH,Navdeep Bains Liberal,parliamentarian,27370,53.94,,
1988,Ontario,MISSISSAUGA--BRAMPTON SOUTH,Arnjeet Sangha Conservative Party of Canada,radiation therapist,15605,30.75,,
1988,Ontario,MISSISSAUGA--BRAMPTON SOUTH,Nirvan Balkissoon New Democratic Party,businessman,5521,10.88,,
1988,Ontario,MISSISSAUGA--BRAMPTON SOUTH,Grace Yogaretnam Green Party of Canada,student,1927,3.8,,
1988,Ontario,MISSISSAUGA--BRAMPTON SOUTH,Tim Sullivan Marxist-Leninist Party,truck driver,319,0.63,,
1988,Ontario,MISSISSAUGA--ERINDALE,Omar Alghabra Liberal,engineer,26852,44.81,,
1988,Ontario,MISSISSAUGA--ERINDALE,Bob Dechert Conservative Party of Canada,lawyer,23524,39.26,,
1988,Ontario,MISSISSAUGA--ERINDALE,Rupinder Brar New Democratic Party,university instructor,6644,11.09,,
1988,Ontario,MISSISSAUGA--ERINDALE,Adam Hunter Green Party of Canada,business owner,2613,4.36,,
1988,Ontario,MISSISSAUGA--ERINDALE,Ronnie Amyotte Independent,partner,289,0.48,,
1988,Ontario,MISSISSAUGA--STREETSVILLE,Wajid Khan Liberal,business owner,23913,45.95,,
1988,Ontario,MISSISSAUGA--STREETSVILLE,Raminder Gill Conservative Party of Canada,professional engineer,18121,34.82,,
1988,Ontario,MISSISSAUGA--STREETSVILLE,James Caron New Democratic Party,security Guard,6929,13.31,,
1988,Ontario,MISSISSAUGA--STREETSVILLE,Otto Casanova Green Party of Canada,sales,2334,4.48,,
1988,Ontario,MISSISSAUGA--STREETSVILLE,Peter Creighton Progressive Canadian Party,"vice-president, sales",747,1.44,,
1988,Ontario,NEPEAN--CARLETON,Pierre Poilievre Conservative Party of Canada,parliamentarian,39512,54.97,,
1988,Ontario,NEPEAN--CARLETON,Michael Gaffney Liberal,CEO,20111,27.98,,
1988,Ontario,NEPEAN--CARLETON,Laurel Gibbons New Democratic Party,business consultant,8274,11.51,,
1988,Ontario,NEPEAN--CARLETON,Lori Gadzala Green Party of Canada,marketing consultant,3976,5.53,,
1988,Ontario,NEWMARKET--AURORA,Belinda Stronach Liberal,parliamentarian,27176,46.21,,
1988,Ontario,NEWMARKET--AURORA,Lois Brown Conservative Party of Canada,consultant,22376,38.05,,
1988,Ontario,NEWMARKET--AURORA,Ed Chudak New Democratic Party,executive assistant,5639,9.59,,
1988,Ontario,NEWMARKET--AURORA,Glenn Hubbers Green Party of Canada,professional engineer,2813,4.78,,
1988,Ontario,NEWMARKET--AURORA,Dorian Baxter Progressive Canadian Party,clergyman,729,1.24,,
1988,Ontario,NEWMARKET--AURORA,Peter Maloney Canadian Action Party,software developer/solutions developer,79,0.13,,
1988,Ontario,NIAGARA FALLS,Rob Nicholson Conservative Party of Canada,lawyer,23485,40.36,,
1988,Ontario,NIAGARA FALLS,Gary Burroughs Liberal,Lord mayor,20092,34.53,,
1988,Ontario,NIAGARA FALLS,Wayne Gates New Democratic Party,auto worker,12209,20.98,,
1988,Ontario,NIAGARA FALLS,Kay Green Green Party of Canada,instructional designer,2402,4.13,,
1988,Ontario,NIAGARA WEST--GLANBROOK,Dean Allison Conservative Party of Canada,parliamentarian/business owner,27351,47.38,,
1988,Ontario,NIAGARA WEST--GLANBROOK,Heather Carter Liberal,manager,17712,30.68,,
1988,Ontario,NIAGARA WEST--GLANBROOK,Dave Heatley New Democratic Party,retired sign maker,9251,16.02,,
1988,Ontario,NIAGARA WEST--GLANBROOK,Tom Ferguson Green Party of Canada,builder,2284,3.96,,
1988,Ontario,NIAGARA WEST--GLANBROOK,David W. Bylsma Christian Heritage Party of Canada,cabinet door manufacturer,1132,1.96,,
1988,Ontario,NICKEL BELT,Raymond Bonin Liberal,parliamentarian,19775,43.31,,
1988,Ontario,NICKEL BELT,Claude Gravelle New Democratic Party,machinist,17668,38.7,,
1988,Ontario,NICKEL BELT,Margaret Schwartzentruber Conservative Party of Canada,dairy Farmer,5732,12.55,,
1988,Ontario,NICKEL BELT,Mathieu Péron Progressive Canadian Party,draftsman,1044,2.29,,
1988,Ontario,NICKEL BELT,Mark McAllister Green Party of Canada,graphic designer,975,2.14,,
1988,Ontario,NICKEL BELT,Michel D. Ethier Marijuana Party,Minister of the Church of the Universe,421,0.92,,
1988,Ontario,NICKEL BELT,Steve Rutchinski Marxist-Leninist Party,university administrative staff,42,0.09,,
1988,Ontario,NIPISSING--TIMISKAMING,Anthony Rota Liberal,parliamentarian,21393,44.69,,
1988,Ontario,NIPISSING--TIMISKAMING,Peter Chirico Conservative Party of Canada,banker,16511,34.49,,
1988,Ontario,NIPISSING--TIMISKAMING,Dave Fluri New Democratic Party,biologist,8268,17.27,,
1988,Ontario,NIPISSING--TIMISKAMING,Meg Purdy Green Party of Canada,retired clergy,1698,3.55,,
1988,Ontario,NORTHUMBERLAND--QUINTE WEST,Rick Norlock Conservative Party of Canada,retired police officer,25833,41.21,,
1988,Ontario,NORTHUMBERLAND--QUINTE WEST,Paul Macklin Liberal,parliamentarian,22566,36,,
1988,Ontario,NORTHUMBERLAND--QUINTE WEST,Russ Christianson New Democratic Party,management consultant,11334,18.08,,
1988,Ontario,NORTHUMBERLAND--QUINTE WEST,Patricia Lawson Green Party of Canada,homemaker,2946,4.7,,
1988,Ontario,OAK RIDGES--MARKHAM,Lui Temelkovski Liberal,parliamentarian,35083,47.06,,
1988,Ontario,OAK RIDGES--MARKHAM,Bob Callow Conservative Party of Canada,businessman,28683,38.47,,
1988,Ontario,OAK RIDGES--MARKHAM,Pamela Courtot New Democratic Party,business consultant,7367,9.88,,
1988,Ontario,OAK RIDGES--MARKHAM,Steve Armes Green Party of Canada,software sales executive,3423,4.59,,
1988,Ontario,OAKVILLE,M. A. Bonnie Brown Liberal,parliamentarian,25892,43.35,,
1988,Ontario,OAKVILLE,Terence Young Conservative Party of Canada,consultant,25148,42.1,,
1988,Ontario,OAKVILLE,Tina Agrell New Democratic Party,psycho-educational consultant,5815,9.74,,
1988,Ontario,OAKVILLE,Laura Domsy Green Party of Canada,banker,2872,4.81,,
1988,Ontario,OSHAWA,Colin Carrie Conservative Party of Canada,parliamentarian,20657,38.61,,
1988,Ontario,OSHAWA,Sid Ryan New Democratic Party,union leader,17905,33.47,,
1988,Ontario,OSHAWA,Louise Parkes Liberal,city councillor,12831,23.98,,
1988,Ontario,OSHAWA,Adam Jobse Green Party of Canada,sales,2019,3.77,,
1988,Ontario,OSHAWA,David Gershuny Marxist-Leninist Party,shipper,91,0.17,,
1988,Ontario,OTTAWA CENTRE,Paul Dewar New Democratic Party,teacher,24609,36.94,,
1988,Ontario,OTTAWA CENTRE,Richard Mahoney Liberal,lawyer,19468,29.22,,
1988,Ontario,OTTAWA CENTRE,Keith Fountain Conservative Party of Canada,foreign service officer,15105,22.67,,
1988,Ontario,OTTAWA CENTRE,David Chernushenko Green Party of Canada,environmental consultant,6765,10.15,,
1988,Ontario,OTTAWA CENTRE,John Andrew Akpata Marijuana Party,writer,387,0.58,,
1988,Ontario,OTTAWA CENTRE,Anwar Syed Independent,engineer,121,0.18,,
1988,Ontario,OTTAWA CENTRE,Stuart Ryan Communist Party of Canada,union representative,102,0.15,,
1988,Ontario,OTTAWA CENTRE,Christian Legeais Marxist-Leninist Party,documentalist,69,0.1,,
1988,Ontario,OTTAWA SOUTH,David McGuinty Liberal,parliamentarian,27158,44.15,,
1988,Ontario,OTTAWA SOUTH,Allan Cutler Conservative Party of Canada,consultant,23028,37.44,,
1988,Ontario,OTTAWA SOUTH,Henri Sader New Democratic Party,federal legislative assistant,8138,13.23,,
1988,Ontario,OTTAWA SOUTH,John Ford Green Party of Canada,consultant,2913,4.74,,
1988,Ontario,OTTAWA SOUTH,Brad Thomson Progressive Canadian Party,greenskeeper,273,0.44,,
1988,Ontario,OTTAWA WEST--NEPEAN,John Baird Conservative Party of Canada,politician,25607,43.07,,
1988,Ontario,OTTAWA WEST--NEPEAN,Lee Farnworth Liberal,educator,20250,34.06,,
1988,Ontario,OTTAWA WEST--NEPEAN,Marlene Rivier New Democratic Party,psychological associate,9626,16.19,,
1988,Ontario,OTTAWA WEST--NEPEAN,Neil Adair Green Party of Canada,web designer,2941,4.95,,
1988,Ontario,OTTAWA WEST--NEPEAN,John Pacheco Independent,accountant,905,1.52,,
1988,Ontario,OTTAWA WEST--NEPEAN,Randy Bens Canadian Action Party,internet marketing specialist,121,0.2,,
1988,Ontario,OTTAWA--ORLÉANS,Royal Galipeau Conservative Party of Canada,specialized consultant,25455,41.06,,
1988,Ontario,OTTAWA--ORLÉANS,Marc Godbout Liberal,parliamentarian,24224,39.08,,
1988,Ontario,OTTAWA--ORLÉANS,Mark Andrew Leahy New Democratic Party,business owner/graphic designer,9354,15.09,,
1988,Ontario,OTTAWA--ORLÉANS,Sarah Samplonius Green Party of Canada,writer,2377,3.83,,
1988,Ontario,OTTAWA--ORLÉANS,Alain Saint-Yves Independent,retired,578,0.93,,
1988,Ontario,OTTAWA--VANIER,Mauril Bélanger Liberal,parliamentarian,23567,42.31,,
1988,Ontario,OTTAWA--VANIER,Paul Benoit Conservative Party of Canada,consultant,15970,28.67,,
1988,Ontario,OTTAWA--VANIER,Ric Dagenais New Democratic Party,analyst,12145,21.81,,
1988,Ontario,OTTAWA--VANIER,Raphaël Thierrin Green Party of Canada,executive director,3675,6.6,,
1988,Ontario,OTTAWA--VANIER,James C. Parsons Progressive Canadian Party,lecturer,221,0.4,,
1988,Ontario,OTTAWA--VANIER,Alexandre Legeais Marxist-Leninist Party,truck driver,117,0.21,,
1988,Ontario,OXFORD,Dave MacKenzie Conservative Party of Canada,parliamentarian,23140,46.55,,
1988,Ontario,OXFORD,Greig Mordue Liberal,"assistant general manager, corporate planning",13961,28.08,,
1988,Ontario,OXFORD,Zoé Kunschner New Democratic Party,Talent Agent,8639,17.38,,
1988,Ontario,OXFORD,Ronnee Sykes Green Party of Canada,student,1566,3.15,,
1988,Ontario,OXFORD,John Markus Christian Heritage Party of Canada,farmer,1434,2.88,,
1988,Ontario,OXFORD,James Bender Marijuana Party,self-employed,771,1.55,,
1988,Ontario,OXFORD,Kaye Sargent Libertarian Party of Canada,writer,204,0.41,,
1988,Ontario,PARKDALE--HIGH PARK,Peggy Nash New Democratic Party,labour representative,20790,40.41,,
1988,Ontario,PARKDALE--HIGH PARK,Sarmite Sam Bulte Liberal,parliamentarian,18489,35.94,,
1988,Ontario,PARKDALE--HIGH PARK,Jurij Klufas Conservative Party of Canada,television Producer,8777,17.06,,
1988,Ontario,PARKDALE--HIGH PARK,Robert L. Rishchynski Green Party of Canada,IT Manager,2840,5.52,,
1988,Ontario,PARKDALE--HIGH PARK,Terry Parker Marijuana Party,marijuana advocate,311,0.6,,
1988,Ontario,PARKDALE--HIGH PARK,Lorne Gershuny Marxist-Leninist Party,lawyer,124,0.24,,
1988,Ontario,PARKDALE--HIGH PARK,Beverly Bernardo No affiliation to a recognised party,garment worker,119,0.23,,
1988,Ontario,PARRY SOUND--MUSKOKA,Tony Clement Conservative Party of Canada,small business owner,18513,40.1,,
1988,Ontario,PARRY SOUND--MUSKOKA,Andy Mitchell Liberal,parliamentarian,18485,40.04,,
1988,Ontario,PARRY SOUND--MUSKOKA,Jo-Anne Boulding New Democratic Party,lawyer,5472,11.85,,
1988,Ontario,PARRY SOUND--MUSKOKA,Glen Hodgson Green Party of Canada,teacher,3701,8.02,,
1988,Ontario,PERTH--WELLINGTON,Gary Schellenberger Conservative Party of Canada,parliamentarian,22004,46.14,,
1988,Ontario,PERTH--WELLINGTON,David Cunningham Liberal,manager,12301,25.79,,
1988,Ontario,PERTH--WELLINGTON,Keith Dinicol New Democratic Party,actor,8876,18.61,,
1988,Ontario,PERTH--WELLINGTON,John Day Cowling Green Party of Canada,salesman,3117,6.54,,
1988,Ontario,PERTH--WELLINGTON,Irma DeVries Christian Heritage Party of Canada,farmer,1396,2.93,,
1988,Ontario,PETERBOROUGH,Dean Del Mastro Conservative Party of Canada,self-employed auto dealer,22774,35.9,,
