Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, 
2015,Quebec/Québec,Hull--Aylmer,Nycole Turmel ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,17472,31.5,
2015,Quebec/Québec,Hull--Aylmer,Étienne Boulrice Conservative/Conservateur,Special Assistant/Driver/Adjoint spécial-Chauffeur,4278,7.7,
2015,Quebec/Québec,Hull--Aylmer,Maude Chouinard-Boucher Bloc Québécois/Bloc Québécois,Student/Étudiante,3625,6.5,
2015,Quebec/Québec,Hull--Aylmer,Roger Fleury Green Party/Parti Vert,Retired Teacher/Enseignant retraité,1035,1.9,
2015,Quebec/Québec,Hull--Aylmer,Sean J. Mulligan Christian Heritage Party/Parti de l'Héritage Chrétien,Federal Government Employee (Passport)/Employé du gouvernement fédéral (Passeport),291,0.5,
2015,Quebec/Québec,Hull--Aylmer,Luc Desjardins Independent/Indépendant,Automotive Mechanic/Technicien garagiste automobile,160,0.3,
2015,Quebec/Québec,Hull--Aylmer,Gabriel Girard-Bernier Marxist-Leninist/Marxiste-Léniniste,Wine Steward/Sommelier,101,0.2,
2015,Quebec/Québec,Joliette,Gabriel Ste-Marie Bloc Québécois/Bloc Québécois,Economist/Économiste,18875,33.3,
2015,Quebec/Québec,Joliette,Michel Bourgeois Liberal/Libéral,Storekeeper / Administrator/Commerçant / Administrateur,15995,28.2,
2015,Quebec/Québec,Joliette,Danielle Landreville NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retired/Retraitée,14566,25.7,
2015,Quebec/Québec,Joliette,Soheil Eid Conservative/Conservateur,Pulmonologist/Médecin pneumologue ,5705,10.1,
2015,Quebec/Québec,Joliette,Mathieu Morin Green Party/Parti Vert,Student/Étudiant,1335,2.4,
2015,Quebec/Québec,Joliette,Robert D. Morais Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,Filmmaker/Cinéaste,213,0.4,
2015,Quebec/Québec,Jonquière,Karine Trudel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Canada Post Letter Carrier/Factrice à Postes Canada,14039,29.2,
2015,Quebec/Québec,Jonquière,Marc Pettersen Liberal/Libéral,Menuisier/Carpenter,13700,28.5,
2015,Quebec/Québec,Jonquière,Jean-François Caron Bloc Québécois/Bloc Québécois,Political Aide/Attaché politique,11202,23.3,
2015,Quebec/Québec,Jonquière,Ursula Larouche Conservative/Conservateur,Biologist/Biologiste,8124,16.9,
2015,Quebec/Québec,Jonquière,Carmen Budilean Green Party/Parti Vert,Organizer (Management)/Organisatrice (gestion),656,1.4,
2015,Quebec/Québec,Jonquière,Marielle Couture Rhinoceros/Rhinocéros,Graphic Designer/Designer graphique,382,0.8,
2015,Quebec/Québec,La Pointe-de-l'Île,Mario Beaulieu Bloc Québécois/Bloc Québécois,President/Educator/Président-Éducateur,18545,33.6,
2015,Quebec/Québec,La Pointe-de-l'Île,Marie-Chantale Simard Liberal/Libéral,Scientific-Medical Liaison/Liaison médicale scientifique,15777,28.6,
2015,Quebec/Québec,La Pointe-de-l'Île,Ève Péclet ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parlementarian/Parlementaire,14777,26.8,
2015,Quebec/Québec,La Pointe-de-l'Île,Guy Morissette Conservative/Conservateur,"Specialist, Member Services at ICCRC /Spécialiste, service aux membres au CRCIC",4408,8,
2015,Quebec/Québec,La Pointe-de-l'Île,David J. Cox Green Party/Parti Vert,Writer/Écrivain,1130,2,
2015,Quebec/Québec,La Pointe-de-l'Île,Ben 97 Benoit Rhinoceros/Rhinocéros,Television cameraman/Caméraman de télévision ,358,0.6,
2015,Quebec/Québec,La Pointe-de-l'Île,Jean-François Larose Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,Parliamentarian/Parlementaire,135,0.2,
2015,Quebec/Québec,La Pointe-de-l'Île,Geneviève Royer Marxist-Leninist/Marxiste-Léniniste,Teacher/Enseignante,96,0.2,
2015,Quebec/Québec,La Prairie,Jean-Claude Poissant Liberal/Libéral,Farmer/Agriculteur,20993,36.5,
2015,Quebec/Québec,La Prairie,Christian Picard Bloc Québécois/Bloc Québécois,Consultant/Consultant,15107,26.2,
2015,Quebec/Québec,La Prairie,Pierre Chicoine NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Supervisor/Superviseur,13174,22.9,
2015,Quebec/Québec,La Prairie,Yves Perras Conservative/Conservateur,Real Estate Agent/Courtier immobilier,6859,11.9,
2015,Quebec/Québec,La Prairie,Joanne Tomas Green Party/Parti Vert,Market Research/Étude de marché,1235,2.1,
2015,Quebec/Québec,La Prairie,Normand Chouinard Marxist-Leninist/Marxiste-Léniniste,Truck Driver/Camionneur,204,0.4,
2015,Quebec/Québec,Lac-Saint-Jean,Denis Lebel ** Conservative/Conservateur,Parliamentarian/Parlementaire,18393,33.3,
2015,Quebec/Québec,Lac-Saint-Jean,Gisèle Dallaire NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Industrial Psychologist/Psychologue industrielle,15735,28.5,
2015,Quebec/Québec,Lac-Saint-Jean,Sabin Simard Liberal/Libéral,Consultant/Consultant,10193,18.4,
2015,Quebec/Québec,Lac-Saint-Jean,Sabin Gaudreault Bloc Québécois/Bloc Québécois,Retired/Retraité,10152,18.4,
2015,Quebec/Québec,Lac-Saint-Jean,Laurence Requilé Green Party/Parti Vert,Florist/Fleuriste,806,1.5,
